50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.294,,,,,,,,,,,,e3368a83-7c15-48b0-b513-04d8b3b4b7c4,2699,,,"[117.0, 31.0]",7492,81,,,,,,,,,,,,,,,,,,,2,From Throw In,Alexandra Morgan Carrasco,5085.0,Right Center Forward,163,Orlando Pride,764,['60ca59d1-2e8e-4882-aa62-014f19be5190'],37,,Left Foot,,"[119.0, 35.8, 0.4]",True,"[{'location': [113.0, 32.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 36.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [103.0, 40.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 53.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.0, 40.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 37.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 46.0], 'player': {'id': 7181, 'name': 'McKenzie Meehan'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [117.0, 36.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Post,0.13766223,Normal,Open Play,,,,Orlando Pride,764,00:36:37.563,Shot,
,,,,,,,,,,,,0.14,,,,,,,,,,,,d567bbbf-7a20-436f-9d35-7d1bb91ae2ea,2749,,,"[106.0, 50.0]",7492,84,,,,,,,,,,,,,,,,,,,2,From Corner,Dani Weatherholt,5062.0,Center Defensive Midfield,168,Orlando Pride,764,"['05ffe73f-bd50-441d-9090-1509ec61e734', 'f7fb8ab4-b043-4548-be17-e3fe90dd5ccf']",12,,Right Foot,,"[110.0, 47.0]",True,"[{'location': [117.0, 42.0], 'player': {'id': 4985, 'name': 'Christina Gibbons'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 37.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 52.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.0, 33.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 37.0], 'player': {'id': 4982, 'name': 'Katlyn Alicia Johnson Carreón'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.0, 39.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [114.0, 43.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [117.0, 38.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.0, 46.0], 'player': {'id': 7182, 'name': 'Camila Martins Pereira'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [117.0, 45.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 44.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 41.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.0, 30.0], 'player': {'id': 8199, 'name': 'Toni Pressley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.0, 49.0], 'player': {'id': 7181, 'name': 'McKenzie Meehan'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [117.0, 40.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Blocked,0.060646243,Half Volley,Open Play,,,,Orlando Pride,764,00:39:12.960,Shot,
,,,,,,,,,,,,0.696,,,,,,,,,,,,785009bd-2e6f-4438-a818-049e37104b90,2753,,,"[104.0, 45.0]",7492,84,,,,,,,,,,,,,,,,,,,2,From Corner,Camila Martins Pereira,7182.0,Left Center Midfield,168,Orlando Pride,764,"['2cb3299d-d7c6-4e22-86c7-22f6a5a68b87', '6970fc09-7feb-4a91-b1a8-c7eb621cfd3d']",14,,Left Foot,,"[118.0, 41.0]",True,"[{'location': [116.0, 41.0], 'player': {'id': 4985, 'name': 'Christina Gibbons'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 37.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 56.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [107.0, 47.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [112.0, 33.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 39.0], 'player': {'id': 4982, 'name': 'Katlyn Alicia Johnson Carreón'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 37.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [113.0, 44.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [117.0, 37.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.0, 45.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 44.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 41.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.0, 30.0], 'player': {'id': 8199, 'name': 'Toni Pressley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.0, 48.0], 'player': {'id': 7181, 'name': 'McKenzie Meehan'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Blocked,0.06227301,Normal,Open Play,,,,Orlando Pride,764,00:39:14.805,Shot,
,,,,,,,,,,,,0.621,,,,,,,,,,,,68f4f922-b919-4f73-9ac7-57d2ff5692cb,2885,,,"[99.0, 49.0]",7492,87,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marta Vieira da Silva,5082.0,Left Center Forward,172,Orlando Pride,764,"['58629910-c24a-4e43-af90-5f51540f083b', 'b20a24c6-d3f1-4e04-bb84-1c87490b5497']",47,,Left Foot,,"[108.0, 48.0]",,"[{'location': [109.0, 34.0], 'player': {'id': 4985, 'name': 'Christina Gibbons'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 54.0], 'player': {'id': 7180, 'name': 'Imani Dorsey'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.0, 39.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.0, 59.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [107.0, 35.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [110.0, 42.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.0, 50.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [95.0, 41.0], 'player': {'id': 7182, 'name': 'Camila Martins Pereira'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 51.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 39.0], 'player': {'id': 5072, 'name': 'Danica Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.0, 34.0], 'player': {'id': 7181, 'name': 'McKenzie Meehan'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",23e1ac60-3cf3-4529-a46e-07a0607516ab,,,Blocked,0.05548696,Normal,Open Play,,,,Orlando Pride,764,00:42:47.350,Shot,
,,,,,,,,,,,,1.549,,,,,,,,,,,,675a0950-5a8d-4ce2-8a4c-9b8d5a7b5e17,2901,,,"[97.0, 24.0]",7492,88,,,,,,,,,,,,,,,,,,,2,From Free Kick,Camila Martins Pereira,7182.0,Left Center Midfield,172,Orlando Pride,764,['556c460e-d681-405e-9e48-180f1cfbaeb9'],0,,Right Foot,,"[119.0, 46.1, 0.9]",,"[{'location': [101.0, 24.0], 'player': {'id': 4985, 'name': 'Christina Gibbons'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 49.0], 'player': {'id': 7180, 'name': 'Imani Dorsey'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.0, 28.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 29.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 37.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.0, 46.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [91.0, 41.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 34.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 30.0], 'player': {'id': 5072, 'name': 'Danica Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [93.0, 23.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [94.0, 21.0], 'player': {'id': 7181, 'name': 'McKenzie Meehan'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Off T,0.018667938,Normal,Open Play,,,,Orlando Pride,764,00:43:00.899,Shot,
,,,,,,,,,,,,1.236,,,,,,,,,,,,6dcab226-1407-46bf-bb23-6570e7a02e1f,3026,,,"[98.0, 60.0]",7492,93,,,,,,,,,,,,,,,,,,,2,From Free Kick,Carli Anne Hollins,5097.0,Right Midfield,186,NJ/NY Gotham FC,763,['c5d3a654-3eba-4ad0-9a08-3273230085e7'],35,,Right Foot,,"[120.0, 34.2, 0.2]",,"[{'location': [97.0, 63.0], 'player': {'id': 4985, 'name': 'Christina Gibbons'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.0, 27.0], 'player': {'id': 7180, 'name': 'Imani Dorsey'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [120.0, 43.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.0, 57.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 36.0], 'player': {'id': 4982, 'name': 'Katlyn Alicia Johnson Carreón'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.0, 36.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.0, 29.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [109.0, 33.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.0, 42.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 42.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [109.0, 49.0], 'player': {'id': 7182, 'name': 'Camila Martins Pereira'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.0, 35.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.0, 55.0], 'player': {'id': 5072, 'name': 'Danica Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 56.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.0, 43.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 33.0], 'player': {'id': 7181, 'name': 'McKenzie Meehan'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,,Off T,0.010305236,Normal,Free Kick,,,,NJ/NY Gotham FC,763,00:48:35.755,Shot,
,,,,,,,,,,,,0.706,,,,,,,,,,,,1d6dbe86-5c9a-4771-bc36-c163cb39c856,3056,,,"[116.0, 45.0]",7492,95,,,,,,,,,,,,,,,,,,,2,From Corner,Alexandra Morgan Carrasco,5085.0,Right Center Forward,190,Orlando Pride,764,['f030c185-2a6a-4a41-9bef-f9a500a7b9bb'],13,,Head,,"[116.0, 40.0]",,"[{'location': [118.0, 43.0], 'player': {'id': 4985, 'name': 'Christina Gibbons'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 52.0], 'player': {'id': 7180, 'name': 'Imani Dorsey'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [117.0, 35.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 36.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [109.0, 32.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [117.0, 40.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.0, 39.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [113.0, 49.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 42.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 35.0], 'player': {'id': 5072, 'name': 'Danica Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.0, 40.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.0, 41.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Wayward,0.27314574,Normal,Open Play,,,,Orlando Pride,764,00:50:13.467,Shot,
,,,,,,,,,,,,0.13,,,,,,,,,,,,71c04af0-3c26-46f7-92c3-d7664a1b7d61,3059,,,"[115.0, 39.0]",7492,95,,,,,,,,,,,,,,,,,,,2,From Corner,Emily Louise van Egmond,5076.0,Right Center Midfield,190,Orlando Pride,764,"['0f8ca8c8-63ee-4d3a-9dcb-a5aa04d68369', '913b64fc-f9e2-465c-8f13-13c9be079ce6']",14,,Head,,"[118.0, 39.0]",,"[{'location': [118.0, 42.0], 'player': {'id': 4985, 'name': 'Christina Gibbons'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 51.0], 'player': {'id': 7180, 'name': 'Imani Dorsey'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.0, 37.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 36.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [117.0, 38.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [118.0, 48.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [116.0, 50.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 43.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Blocked,0.20392099,Normal,Open Play,,,,Orlando Pride,764,00:50:14.590,Shot,
,,,,,,,,,,,,0.535,,,,,,,,,,,,4f396ba1-e90b-47d7-ac39-492c70ebafad,3063,,,"[108.0, 40.0]",7492,96,,,,,,,,,,,,,,,,,,,2,Other,Marta Vieira da Silva,5082.0,Left Center Forward,191,Orlando Pride,764,['ef3e4c5f-078a-44eb-b267-776cf1e5e611'],33,,Left Foot,,"[118.0, 42.4, 1.3]",,,,,,Saved,0.7835,Normal,Penalty,,,,Orlando Pride,764,00:51:33.703,Shot,
,,,,,,,,,,,,1.611,,,,,,,,,,,,68d10ae0-ea2c-4def-ae4f-9e3731757a0f,3080,,,"[95.0, 31.0]",7492,97,,,,,,,,,,,,,,,,,,,2,From Corner,Chioma Ubogagu,5063.0,Left Midfield,192,Orlando Pride,764,['841fe36b-97b5-474a-8939-ae223582d837'],4,,Left Foot,,"[119.0, 43.0, 3.5]",,"[{'location': [106.0, 33.0], 'player': {'id': 4985, 'name': 'Christina Gibbons'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [86.0, 59.0], 'player': {'id': 7180, 'name': 'Imani Dorsey'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.0, 40.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 36.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [100.0, 51.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 27.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [108.0, 41.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.0, 44.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 44.0], 'player': {'id': 5072, 'name': 'Danica Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.0, 39.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.0, 31.0], 'player': {'id': 7181, 'name': 'McKenzie Meehan'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",96249212-a51c-4184-aa51-a437081a9712,,,Off T,0.029895907,Normal,Open Play,,,,Orlando Pride,764,00:52:04.171,Shot,
